Audience_rating,Cast,Critic_rating,Director,Genre,ID,Movie,Release,Review,imdb,weblink
12,"[{u'name': u'Zach Galligan', u'characters': [u'Doc Evans'], u'id': u'162671774'}, {u'name': u'Khrystyne Haje', u'characters': [u'Cash'], u'id': u'770691772'}, {u'name': u'Richard Lynch', u'characters': [u'Lewellyn'], u'id': u'162743526'}, {u'name': u'Andrew Bryniarski', u'characters': [u'Jocko'], u'id': u'162690547'}, {u'name': u'Malcolm McDowell', u'characters': [u'Lord Talon'], u'id': u'162670305'}]",-1,[{u'name': u'Michael Schroeder'}],"[Action & Adventure, Mystery & Suspense, Science Fiction & Fantasy]",770785778,Cyborg 3: The Recycler (Cyborg 3: The Creation),1994-09-25,http://api.rottentomatoes.com/api/public/v1.0/movies/770785778/reviews.json,0112765,http://www.rottentomatoes.com/m/cyborg_3_the_recycler/
33,"[{u'name': u'Michael Robert Berger', u'id': u'771082519'}, {u'name': u'N. Paul Enciso', u'id': u'771082520'}, {u'name': u'Sunrise Eagle Enciso', u'id': u'771082521'}]",-1,[{u'name': u'Kieth Merrill'}],"[Documentary, Special Interest]",770914954,Zion Canyon: Treasure of the Gods,1996-01-01,http://api.rottentomatoes.com/api/public/v1.0/movies/770914954/reviews.json,0118218,http://www.rottentomatoes.com/m/imax_zion_canyon_treasure_of_the_gods/
75,"[{u'name': u'David Attenborough', u'characters': [u'Narrator'], u'id': u'335719288'}]",-1,[{u'name': u'David Douglas'}],[Documentary],21706,Survival Island,1996-01-01,http://api.rottentomatoes.com/api/public/v1.0/movies/21706/reviews.json,0120248,http://www.rottentomatoes.com/m/survival_island_1996/
94,"[{u'name': u'Don Cheadle', u'characters': [u'Earl Manigault'], u'id': u'162652206'}, {u'name': u'James Earl Jones', u'characters': [u'Dr. McDuffie'], u'id': u'162655731'}, {u'name': u'Michael Beach', u'characters': [u'Legrand'], u'id': u'397673145'}, {u'name': u'Loretta Devine', u'characters': [u'Miss Mary'], u'id': u'478292187'}, {u'name': u'Forest Whitaker', u'characters': [u'Rucker'], u'id': u'162662640'}]",-1,"[{u'name': u'Eriq LaSalle'}, {u'name': u'Eriq La Salle'}]","[Drama, Television]",770675717,Rebound: The Legend of Earl The Goat Manigault,1996-11-23,http://api.rottentomatoes.com/api/public/v1.0/movies/770675717/reviews.json,0117450,http://www.rottentomatoes.com/m/rebound-the-legend-of-earl-the-goat-manigault/
40,"[{u'name': u'Jason Alexander', u'characters': [u'Albert Peterson'], u'id': u'162657411'}, {u'name': u'Vanessa L. Williams', u'characters': [u'Rosie Alvarez'], u'id': u'162662847'}, {u'name': u'Karen Austin', u'characters': [u'Parent #1'], u'id': u'770675669'}, {u'name': u'Chynna Phillips', u'characters': [u'Kim MacAfee'], u'id': u'770690958'}, {u'name': u'Jay Brazeau', u'characters': [u'Mayor'], u'id': u'364598462'}]",-1,[{u'name': u'Gene Saks'}],"[Musical & Performing Arts, Television]",18552,Bye Bye Birdie,1995-12-03,http://api.rottentomatoes.com/api/public/v1.0/movies/18552/reviews.json,0112605,http://www.rottentomatoes.com/m/1090232-bye_bye_birdie/
57,"[{u'name': u'Craig Sheffer', u'characters': [u'King'], u'id': u'162664008'}, {u'name': u'Josh Charles', u'characters': [u'Tyn'], u'id': u'162709932'}, {u'name': u'Gabrielle Anwar', u'characters': [u'Jordan'], u'id': u'162669554'}, {u'name': u'John Diehl', u'characters': [u'J.G.'], u'id': u'162716099'}, {u'name': u'Anthony Michael Hall', u'characters': [u'Travis'], u'id': u'162676968'}]",-1,[{u'name': u'Jonas Pate'}],"[Drama, Horror, Mystery & Suspense, Comedy]",770737589,The Grave,1996-06-01,http://api.rottentomatoes.com/api/public/v1.0/movies/770737589/reviews.json,0587273,http://www.rottentomatoes.com/m/grave/
35,"[{u'name': u'William Hurt', u'characters': [u'Henry Harriston'], u'id': u'162654544'}, {u'name': u'Juliette Binoche', u'characters': [u'Beatrice Saulnier'], u'id': u'162655186'}, {u'name': u'Paul Guilfoyle', u'characters': [u'Dennis'], u'id': u'770671577'}, {u'name': u'Stephanie Buttle', u'characters': [u'Anne'], u'id': u'770721067'}, {u'name': u'Richard Jenkins', u'characters': [u'Campton'], u'id': u'317606141'}]",-1,[{u'name': u'Chantal Akerman'}],"[Romance, Art House & International, Comedy]",770739641,Un divan a New York (A Couch In New York),1996-02-21,http://api.rottentomatoes.com/api/public/v1.0/movies/770739641/reviews.json,0118018,http://www.rottentomatoes.com/m/couch_in_new_york/
41,"[{u'name': u'Jonathan Taylor Thomas', u'characters': [u'Tom Sawyer'], u'id': u'162658210'}, {u'name': u'Brad Renfro', u'characters': [u'Huck Finn'], u'id': u'162664698'}, {u'name': u'Eric Schweig', u'characters': [u'Injun Joe'], u'id': u'162666978'}, {u'name': u'Charles Rocket', u'characters': [u'Judge Thatcher'], u'id': u'162673724'}, {u'name': u'Amy Wright', u'characters': [u'Aunt Polly'], u'id': u'578153267'}]",25,[{u'name': u'Peter Hewitt'}],"[Action & Adventure, Kids & Family]",11639,Tom and Huck,1995-12-22,http://api.rottentomatoes.com/api/public/v1.0/movies/11639/reviews.json,0112302,http://www.rottentomatoes.com/m/tom_and_huck/
33,"[{u'name': u'Kim Delaney', u'characters': [u'Kate Sanders'], u'id': u'364646364'}, {u'name': u'John J. York', u'characters': [u'B.J. Conners'], u'id': u'770709643'}, {u'name': u'Scott Kraft', u'characters': [u'John Grady'], u'id': u'770709644'}, {u'name': u'Luther Clay', u'characters': [u'Anthony Sherwood'], u'id': u'771538750'}, {u'name': u'Peter Outerbridge', u'id': u'162709600'}]",-1,[{u'name': u'Fred Gerber'}],"[Drama, Television, Mystery & Suspense]",770687954,Closer and Closer,1996-02-18,http://api.rottentomatoes.com/api/public/v1.0/movies/770687954/reviews.json,0112692,http://www.rottentomatoes.com/m/closer_and_closer/
29,"[{u'name': u'Donald Sinden', u'characters': [u'Old Wincott'], u'id': u'341817050'}, {u'name': u'Gina McKee', u'characters': [u'Dr. Mary Leslie'], u'id': u'162654374'}, {u'name': u'Peter Capaldi', u'id': u'162751527'}, {u'name': u'Ian Richardson', u'characters': [u'Haig'], u'id': u'364605609'}, {u'name': u'Nicholas Farrell', u'characters': [u'Richard Bastable'], u'id': u'162697310'}]",-1,[{u'name': u'Juliet May'}],"[Drama, Kids & Family]",770688341,The Treasure Seekers,1996-12-31,http://api.rottentomatoes.com/api/public/v1.0/movies/770688341/reviews.json,0117957,http://www.rottentomatoes.com/m/1097546-treasure_seekers/
0,"[{u'name': u'Patty Duke', u'characters': [u'Natalie Porter'], u'id': u'335719722'}, {u'name': u'Richard Crenna', u'characters': [u'John Porter'], u'id': u'162657351'}, {u'name': u'Missy Crider', u'characters': [u'Lydia'], u'id': u'623770830'}, {u'name': u'Jon Gries', u'characters': [u'Steve'], u'id': u'162659045'}, {u'name': u'Ele Keats', u'characters': [u'Sarah'], u'id': u'331415484'}]",-1,[{u'name': u'Fred Gerber'}],"[Mystery & Suspense, Drama]",770725388,Race Against Time: The Search for Sarah,1996-03-19,http://api.rottentomatoes.com/api/public/v1.0/movies/770725388/reviews.json,0117426,http://www.rottentomatoes.com/m/race-against-time-the-search-for-sarah/
51,"[{u'name': u'Joel Grey', u'characters': [u'Bellomy'], u'id': u'162668189'}, {u'name': u'Barnard Hughes', u'characters': [u'Henry'], u'id': u'326394002'}, {u'name': u'Joey McIntyre', u'characters': [u'Matt'], u'id': u'770791511'}, {u'name': u'Jonathon Morris', u'characters': [u'El Gallo'], u'id': u'462963549'}, {u'name': u'Brad Sullivan', u'characters': [u'Hucklebee'], u'id': u'364616670'}]",50,[{u'name': u'Michael Ritchie'}],"[Drama, Romance, Musical & Performing Arts, Comedy]",11589,The Fantasticks,1995-01-01,http://api.rottentomatoes.com/api/public/v1.0/movies/11589/reviews.json,0113026,http://www.rottentomatoes.com/m/the-fantasticks/
50,"[{u'name': u'Donna Murphy', u'characters': [u'Fosca'], u'id': u'357005911'}, {u'name': u'Tom Aldredge', u'id': u'670982528'}, {u'name': u'Marin Mazzie', u'id': u'770715152'}, {u'name': u'Jere Shea', u'id': u'770715150'}, {u'name': u'Gregg Edelman', u'characters': [u'Col. Ricci'], u'id': u'336025594'}]",-1,[{u'name': u'James Lapine'}],"[Musical & Performing Arts, Romance]",770690204,Passion,1996-09-29,http://api.rottentomatoes.com/api/public/v1.0/movies/770690204/reviews.json,0117306,http://www.rottentomatoes.com/m/1090440-passion/
77,"[{u'name': u'Harvey Keitel', u'characters': [u'Jacob Fuller'], u'id': u'162664761'}, {u'name': u'George Clooney', u'characters': [u'Seth Gecko'], u'id': u'162654528'}, {u'name': u'Quentin Tarantino', u'characters': [u'Richard Gecko'], u'id': u'162652518'}, {u'name': u'Juliette Lewis', u'characters': [u'Kate Fuller'], u'id': u'162654115'}, {u'name': u'Cheech Marin', u'characters': [u'Border Guard/Chet Pussy/Carlos'], u'id': u'162653738'}]",63,[{u'name': u'Robert Rodriguez'}],"[Drama, Horror, Mystery & Suspense]",12984,From Dusk Till Dawn,1996-01-19,http://api.rottentomatoes.com/api/public/v1.0/movies/12984/reviews.json,0116367,http://www.rottentomatoes.com/m/from_dusk_till_dawn/
67,"[{u'name': u'Christian Slater', u'characters': [u'Lewis'], u'id': u'162652316'}, {u'name': u'Mary Stuart Masterson', u'characters': [u'Lisa'], u'id': u'162660149'}, {u'name': u'Pamela S. Adlon', u'characters': [u'Kim'], u'id': u'771050055'}, {u'name': u'Josh Brolin', u'characters': [u'Danny'], u'id': u'162654237'}, {u'name': u'Ally Walker', u'characters': [u'Wendy'], u'id': u'162667948'}]",20,[{u'name': u'Michael Goldenberg'}],"[Drama, Romance]",11134,Bed of Roses,1995-06-01,http://api.rottentomatoes.com/api/public/v1.0/movies/11134/reviews.json,0115644,http://www.rottentomatoes.com/m/bed_of_roses/
19,"[{u'name': u'Rick Moranis', u'characters': [u'David Leary'], u'id': u'162658706'}, {u'name': u'Tom Arnold', u'characters': [u'Roscoe Bigger (Fang)'], u'id': u'162654812'}, {u'name': u'Julianne Phillips', u'characters': [u'Victoria'], u'id': u'770675694'}, {u'name': u'Carol Kane', u'characters': [u'Faith'], u'id': u'162652477'}, {u'name': u'Jeffrey Tambor', u'characters': [u'Art'], u'id': u'162663809'}]",0,[{u'name': u'Steve Miner'}],"[Drama, Comedy]",12385,Big Bully,1996-01-26,http://api.rottentomatoes.com/api/public/v1.0/movies/12385/reviews.json,0115676,http://www.rottentomatoes.com/m/big_bully/
59,"[{u'name': u'Aleska Palladino', u'id': u'770782776'}, {u'name': u'Mary Kay Place', u'characters': [u'Elaine'], u'id': u'162719595'}, {u'name': u'Scarlett Johansson', u'characters': [u'Manny'], u'id': u'162652872'}, {u'name': u'Aleksa Palladino', u'characters': [u'Lo'], u'id': u'162743057'}, {u'name': u'Paul Guilfoyle', u'characters': [u'Mr. Humphreys'], u'id': u'770671577'}]",62,[{u'name': u'Lisa Krueger'}],"[Drama, Comedy]",16360,Manny & Lo,1996-07-26,http://api.rottentomatoes.com/api/public/v1.0/movies/16360/reviews.json,0116985,http://www.rottentomatoes.com/m/manny_and_lo/
66,"[{u'name': u'Edward James Olmos', u'characters': [u'Joe'], u'id': u'162662286'}, {u'name': u'Maria Conchita Alonso', u'characters': [u'Betty'], u'id': u'162704476'}, {u'name': u'Arie Verveen', u'characters': [u'Nick'], u'id': u'162729944'}, {u'name': u'Steven Schub', u'characters': [u'Danny'], u'id': u'475138295'}, {u'name': u'Bitty Schram', u'characters': [u'Amy'], u'id': u'770709405'}]",75,[{u'name': u'Robert M. Young'}],"[Mystery & Suspense, Drama]",15770,Caught,1996-09-27,http://api.rottentomatoes.com/api/public/v1.0/movies/15770/reviews.json,0115847,http://www.rottentomatoes.com/m/1074539-caught/
51,"[{u'name': u'Luigi Diberti', u'characters': [u'Inspector Manetti'], u'id': u'686048962'}, {u'name': u'Thomas Kretschmann', u'characters': [u'Alfredo Grossi'], u'id': u'162704480'}, {u'name': u'Julien Lambroschini', u'characters': [u'Marie'], u'id': u'770692888'}, {u'name': u'Marco Leonardi', u'characters': [u'Marco Longhi'], u'id': u'162684887'}, {u'name': u'John Quentin', u'characters': [u'Anna's Father'], u'id': u'364643654'}]",73,[{u'name': u'Dario Argento'}],"[Horror, Art House & International, Mystery & Suspense]",17431,La sindrome di Stendhal (The Stendhal Syndrome),1996-01-26,http://api.rottentomatoes.com/api/public/v1.0/movies/17431/reviews.json,0117658,http://www.rottentomatoes.com/m/stendhal_syndrome/
74,"[{u'name': u'Bernard Hill', u'characters': [u'Flint'], u'id': u'162689141'}, {u'name': u'John Hannah', u'characters': [u'Harry'], u'id': u'162685704'}, {u'name': u'Mark Anthony', u'characters': [u'Adonis'], u'id': u'770695044'}, {u'name': u'Mark Pettit', u'id': u'770695045'}, {u'name': u'Danny Earl', u'characters': [u'Lover'], u'id': u'770695046'}]",-1,[{u'name': u'Chris Newby'}],"[Drama, Art House & International, Comedy]",22172,Madagascar Skin,1996-10-20,http://api.rottentomatoes.com/api/public/v1.0/movies/22172/reviews.json,0113730,http://www.rottentomatoes.com/m/madagascar_skin/
50,"[{u'name': u'Jeremy Lelliott', u'id': u'460712828'}, {u'name': u'Alexandra Paul', u'id': u'326433837'}, {u'name': u'Edward Albert', u'id': u'162673765'}, {u'name': u'Cindy Pickett', u'id': u'284516334'}, {u'name': u'John Rubinstein', u'id': u'770689041'}]",-1,[{u'name': u'Robert Malenfant'}],"[Action & Adventure, Kids & Family, Mystery & Suspense, Comedy]",561219477,Kid Cop,1996-12-20,http://api.rottentomatoes.com/api/public/v1.0/movies/561219477/reviews.json,0116765,http://www.rottentomatoes.com/m/kid-cop/
43,"[{u'name': u'Dennis Hopper', u'characters': [u'Joseph Svenden'], u'id': u'162652697'}, {u'name': u'Amy Irving', u'characters': [u'Rosealee Henson'], u'id': u'162657757'}, {u'name': u'Amy Locane', u'characters': [u'Catherine Wheeler'], u'id': u'545713841'}, {u'name': u'Julie Harris', u'characters': [u'Joseph's Mother'], u'id': u'162655810'}, {u'name': u'Gary Busey', u'characters': [u'Maj. Nathan Wheeler'], u'id': u'162666821'}]",64,[{u'name': u'Bruno Barreto'}],"[Drama, Romance]",14458,Carried Away,1996-03-29,http://api.rottentomatoes.com/api/public/v1.0/movies/14458/reviews.json,0115837,http://www.rottentomatoes.com/m/1070604-carried_away/
90,"[{u'name': u'Elino Salo', u'id': u'771564076'}, {u'name': u'Kati Outinen', u'characters': [u'Ilona Koponen'], u'id': u'162676028'}, {u'name': u'Sakari Kuosmanen', u'characters': [u'Melartin'], u'id': u'770686950'}, {u'name': u'Kari Vaananen', u'characters': [u'Lauri'], u'id': u'410633942'}, {u'name': u'Outi Maenpaa', u'characters': [u'Lauri's sister'], u'id': u'434337338'}]",100,[{u'name': u'Aki Kaurismaki'}],"[Drama, Art House & International, Comedy]",770671762,Kauas pilvet karkaavat (Drifting Clouds) (Far Away the Clouds Escape),1996-05-30,http://api.rottentomatoes.com/api/public/v1.0/movies/770671762/reviews.json,0116752,http://www.rottentomatoes.com/m/kauas-pilvet-karkaavat-drifting-clouds-far-away-the-clouds-escape/
48,"[{u'name': u'Tilda Swinton', u'characters': [u'Eve'], u'id': u'162654047'}, {u'name': u'Amy Madigan', u'characters': [u'Madelyn'], u'id': u'162680966'}, {u'name': u'Karen Sillas', u'characters': [u'Renee'], u'id': u'528367083'}, {u'name': u'Laila Robins', u'characters': [u'Emma'], u'id': u'341817850'}, {u'name': u'Clancy Brown', u'characters': [u'John'], u'id': u'162663805'}]",64,[{u'name': u'Susan Streitfeld'}],"[Art House & International, Drama]",16684,Female Perversions,1997-04-25,http://api.rottentomatoes.com/api/public/v1.0/movies/16684/reviews.json,0116293,http://www.rottentomatoes.com/m/female_perversions/
39,"[{u'name': u'Jason Alexander', u'characters': [u'Robert Grant'], u'id': u'162657411'}, {u'name': u'Faye Dunaway', u'characters': [u'Mrs. Dubrow'], u'id': u'162661520'}, {u'name': u'Eric Lloyd', u'characters': [u'Kyle Grant'], u'id': u'162656173'}, {u'name': u'Rupert Everett', u'characters': [u'Lord Rutledge'], u'id': u'162653375'}, {u'name': u'Graham Sack', u'characters': [u'Brian Grant'], u'id': u'770718863'}]",6,[{u'name': u'Ken Kwapis'}],"[Comedy, Kids & Family]",12002,Dunston Checks In,1996-01-12,http://api.rottentomatoes.com/api/public/v1.0/movies/12002/reviews.json,0116151,http://www.rottentomatoes.com/m/dunston_checks_in/
81,"[{u'name': u'Teixeira Claudio', u'characters': [u'Joaninha'], u'id': u'770992254'}, {u'name': u'Raquel Ascensao', u'characters': [u'Rosarinho'], u'id': u'770816946'}, {u'name': u'Manuela de Freitas', u'characters': [u'Judite'], u'id': u'770701958'}, {u'name': u'Joao Cesar Monteiro', u'characters': [u'Joao de Deus'], u'id': u'420522596'}, {u'name': u'Max Monteiro', u'id': u'770896280'}]",-1,[{u'name': u'Joao Cesar Monteiro'}],"[Drama, Comedy]",770795692,A Comedia de Deus (God's Comedy),1995-09-01,http://api.rottentomatoes.com/api/public/v1.0/movies/770795692/reviews.json,0112710,http://www.rottentomatoes.com/m/a-comedia-de-deus-gods-comedy/
20,"[{u'name': u'Despo Diamantidou', u'id': u'770730069'}, {u'name': u'Themis Bazaka', u'id': u'770686268'}, {u'name': u'Sotiria Leonardou', u'id': u'770792207'}, {u'name': u'Angela Gerekou', u'id': u'770983766'}, {u'name': u'Stavros Paravas', u'id': u'770818105'}]",-1,[{u'name': u'Pantelis Voulgaris'}],"[Drama, Musical & Performing Arts, Comedy]",770796508,Akropol,1995-01-04,http://api.rottentomatoes.com/api/public/v1.0/movies/770796508/reviews.json,0112285,http://www.rottentomatoes.com/m/akropol/
0,"[{u'name': u'Massimo Dapporto', u'characters': [u'Peppino Amato'], u'id': u'770938975'}, {u'name': u'Antonello Fassari', u'characters': [u'Aldo Fabrizi'], u'id': u'770804384'}, {u'name': u'Giancarlo Giannini', u'characters': [u'Sergio Amidei'], u'id': u'162709399'}, {u'name': u'Milva', u'characters': [u'Countess'], u'id': u'770842015'}, {u'name': u'Francesco Siciliano', u'characters': [u'Federico Fellini'], u'id': u'770871871'}]",-1,[{u'name': u'Carlo Lizzani'}],"[Art House & International, Drama]",771229430,Celluloide (Celluloid),1995-12-13,http://api.rottentomatoes.com/api/public/v1.0/movies/771229430/reviews.json,0112652,http://www.rottentomatoes.com/m/celluloide_1995/
0,"[{u'name': u'Lea Thompson', u'id': u'162662325'}, {u'name': u'Robert Loggia', u'id': u'162666811'}, {u'name': u'Christopher Lloyd', u'id': u'162657089'}, {u'name': u'Patrick Dempsey', u'id': u'162661003'}, {u'name': u'LL Cool J', u'id': u'162652315'}]",-1,"[{u'name': u'Hubert De La Bouilleria'}, {u'name': u'Hubert de la Bouilliere'}]",[Drama],770738204,The Right To Remain Silent,1995-06-01,http://api.rottentomatoes.com/api/public/v1.0/movies/770738204/reviews.json,0614615,http://www.rottentomatoes.com/m/the_right_to_remain_silent/
