Audience_rating,Cast,Critic_rating,Director,Genre,ID,Movie,Release,Review,imdb,weblink
59,"[{u'name': u'Bryce Johnson', u'characters': [u'Doctor Stephen Strange', u'Doctor Strange'], u'id': u'330424962'}, {u'name': u'Paul Nakauchi', u'characters': [u'Wong'], u'id': u'770891012'}, {u'name': u'Michael Yama', u'characters': [u'Ancient One'], u'id': u'770689720'}, {u'name': u'Kevin Michael Richardson', u'id': u'178810501'}, {u'name': u'Susan Spano', u'characters': [u'Gina Atwater'], u'id': u'770854069'}]",-1,"[{u'name': u'Patrick Archibald'}, {u'name': u'Richard Sebast'}]","[Action & Adventure, Animation, Kids & Family, Science Fiction & Fantasy]",770670062,Doctor Strange,2007-05-14,http://api.rottentomatoes.com/api/public/v1.0/movies/770670062/reviews.json,0910865,http://www.rottentomatoes.com/m/1179195-doctor_strange/
66,"[{u'name': u'Valerio Mastandrea', u'id': u'770671358'}, {u'name': u'Anita Caprioli', u'id': u'260687848'}, {u'name': u'Giuseppe Battiston', u'id': u'335716260'}, {u'name': u'Caterina Murino', u'id': u'770671672'}, {u'name': u'Paolo Briguglia', u'id': u'162655277'}]",-1,[{u'name': u'Gianni Zanasi'}],"[Art House & International, Comedy]",770677330,Don't Think About it (Non pensarci),2007-09-01,http://api.rottentomatoes.com/api/public/v1.0/movies/770677330/reviews.json,1093382,http://www.rottentomatoes.com/m/dont-think-about-it-non-pensarci/
0,"[{u'name': u'Steven Bauer', u'id': u'162668180'}, {u'name': u'Musetta Vander', u'id': u'162652189'}, {u'name': u'Peter Jason', u'id': u'395114927'}, {u'name': u'Ted Raimi', u'id': u'510733631'}, {u'name': u'Vanessa Angel', u'id': u'196083495'}]",-1,[{u'name': u'Gary Jones'}],"[Television, Science Fiction & Fantasy]",770785734,Planet Raptor: Raptor Island 2,2007-08-08,http://api.rottentomatoes.com/api/public/v1.0/movies/770785734/reviews.json,0460912,http://www.rottentomatoes.com/m/planet-raptor-raptor-island-2/
71,"[{u'name': u'Darshan Jariwala', u'characters': [u'Mahatma Gandhi'], u'id': u'770672989'}, {u'name': u'Akshaye Khanna', u'characters': [u'Harilal'], u'id': u'171883388'}, {u'name': u'Bhumika Chawla', u'characters': [u'Gulab Gandh'], u'id': u'465972853'}, {u'name': u'Shefali Shah', u'characters': [u'Kasturba Gandhi'], u'id': u'770912838'}, {u'name': u'Vinay Jain', u'characters': [u'Kanti Gandhi'], u'id': u'770676336'}]",40,"[{u'name': u'Feroz Abbas Khan'}, {u'name': u'Feroze Khan'}]","[Art House & International, Drama]",770672305,"Gandhi, My Father",2007-08-03,http://api.rottentomatoes.com/api/public/v1.0/movies/770672305/reviews.json,0459293,http://www.rottentomatoes.com/m/gandhi_my_father/
73,"[{u'name': u'Lisa Pepper', u'characters': [u'Sarah Cain'], u'id': u'528367448'}, {u'name': u'Abigail Mason', u'characters': [u'Lyddie Cottrell'], u'id': u'594356303'}, {u'name': u'Soren Fulton', u'characters': [u'Caleb Cottrell'], u'id': u'429011787'}, {u'name': u'Danielle Chuchran', u'characters': [u'Anna Mae Cottrell'], u'id': u'770744390'}, {u'name': u'Elliott Gould', u'characters': [u'Bill'], u'id': u'162670951'}]",-1,[{u'name': u'Michael Landon Jr.'}],"[Drama, Kids & Family]",594356301,Saving Sarah Cain,2007-09-25,http://api.rottentomatoes.com/api/public/v1.0/movies/594356301/reviews.json,0918557,http://www.rottentomatoes.com/m/saving_sarah_cain/
13,"[{u'name': u'Dave Cooperman', u'characters': [u'Dave'], u'id': u'760382786'}, {u'name': u'Michelle Wright', u'characters': [u'Michelle'], u'id': u'760382791'}, {u'name': u'Brian Wright', u'characters': [u'Brian'], u'id': u'760382792'}, {u'name': u'Gary Ugarek', u'characters': [u'Gary'], u'id': u'760382790'}, {u'name': u'Connor Brandt', u'characters': [u'Connor'], u'id': u'760382793'}]",-1,[{u'name': u'Gary Ugarek'}],"[Action & Adventure, Horror, Mystery & Suspense]",760382784,Deadlands: The Rising,2006-10-23,http://api.rottentomatoes.com/api/public/v1.0/movies/760382784/reviews.json,0861701,http://www.rottentomatoes.com/m/deadlands_the_rising/
58,"[{u'name': u'Milla Jovovich', u'characters': [u'Alice'], u'id': u'162664693'}, {u'name': u'Oded Fehr', u'characters': [u'Carlos Oliveira'], u'id': u'162686459'}, {u'name': u'Ali Larter', u'characters': [u'Claire Redfield'], u'id': u'162688481'}, {u'name': u'Iain Glen', u'characters': [u'Dr. Isaacs'], u'id': u'162721359'}, {u'name': u'Mike Epps', u'characters': [u'L.J.'], u'id': u'162654099'}]",22,[{u'name': u'Russell Mulcahy'}],"[Action & Adventure, Horror, Science Fiction & Fantasy]",512912460,Resident Evil: Extinction,2007-09-21,http://api.rottentomatoes.com/api/public/v1.0/movies/512912460/reviews.json,0432021,http://www.rottentomatoes.com/m/resident_evil_extinction/
70,"[{u'name': u'Dwayne ""The Rock"" Johnson', u'characters': [u'Joe Kingman'], u'id': u'770893686'}, {u'name': u'Madison Pettis', u'characters': [u'Peyton Kelly'], u'id': u'770671068'}, {u'name': u'Kyra Sedgwick', u'characters': [u'Stella Peck'], u'id': u'162663789'}, {u'name': u'Roselyn Sanchez', u'characters': [u'Monique Vasquez'], u'id': u'162653736'}, {u'name': u'Morris Chestnut', u'characters': [u'Travis Sanders'], u'id': u'162653531'}]",28,[{u'name': u'Andy Fickman'}],[Comedy],770670293,The Game Plan,2007-09-28,http://api.rottentomatoes.com/api/public/v1.0/movies/770670293/reviews.json,0492956,http://www.rottentomatoes.com/m/the_gameplan/
86,"[{u'name': u'Russell Crowe', u'characters': [u'Ben Wade'], u'id': u'162652569'}, {u'name': u'Christian Bale', u'characters': [u'Dan Evans'], u'id': u'162652645'}, {u'name': u'Logan Lerman', u'characters': [u'William Evans'], u'id': u'341816559'}, {u'name': u'Dallas Roberts', u'characters': [u'Grayson Butterfield'], u'id': u'162685074'}, {u'name': u'Ben Foster', u'characters': [u'Charlie Prince'], u'id': u'162669838'}]",88,[{u'name': u'James Mangold'}],"[Western, Drama, Action & Adventure]",684288203,3:10 to Yuma,2007-09-07,http://api.rottentomatoes.com/api/public/v1.0/movies/684288203/reviews.json,0381849,http://www.rottentomatoes.com/m/310_to_yuma/
64,"[{u'name': u'Terence DaShon Howard', u'id': u'770781606'}, {u'name': u'Jodie Foster', u'characters': [u'Erica Bain'], u'id': u'162654080'}, {u'name': u'Terrence Howard', u'characters': [u'Mercer'], u'id': u'162652991'}, {u'name': u'Nicky Katt', u'characters': [u'Detective Vitale'], u'id': u'180877553'}, {u'name': u'Naveen Andrews', u'characters': [u'David'], u'id': u'364599937'}]",43,[{u'name': u'Neil Jordan'}],"[Drama, Action & Adventure, Mystery & Suspense]",770670843,The Brave One,2007-09-14,http://api.rottentomatoes.com/api/public/v1.0/movies/770670843/reviews.json,0476964,http://www.rottentomatoes.com/m/brave_one/
83,"[{u'name': u'Viggo Mortensen', u'characters': [u'Nickolai'], u'id': u'162654541'}, {u'name': u'Naomi Watts', u'characters': [u'Anna'], u'id': u'162654749'}, {u'name': u'Vincent Cassel', u'characters': [u'Kirill'], u'id': u'162655150'}, {u'name': u'Armin Mueller-Stahl', u'characters': [u'Semyon'], u'id': u'162662205'}, {u'name': u'Sinead Cusack', u'characters': [u'Helen'], u'id': u'364613704'}]",89,[{u'name': u'David Cronenberg'}],"[Mystery & Suspense, Drama]",770671901,Eastern Promises,2007-09-21,http://api.rottentomatoes.com/api/public/v1.0/movies/770671901/reviews.json,0765443,http://www.rottentomatoes.com/m/eastern_promises/
19,"[{u'name': u'Jason Behr', u'characters': [u'Ethan'], u'id': u'364647332'}, {u'name': u'Amanda Brooks', u'characters': [u'Sarah'], u'id': u'566051871'}, {u'name': u'Robert Forster', u'characters': [u'Jack'], u'id': u'162685864'}, {u'name': u'Aimee Garcia', u'characters': [u'Brandy'], u'id': u'438067617'}, {u'name': u'Craig Robinson', u'characters': [u'Bruce'], u'id': u'770679920'}]",29,"[{u'name': u'Hyung Rae Shim'}, {u'name': u'Hyung-rae Shim'}]","[Drama, Action & Adventure, Science Fiction & Fantasy]",770675215,Dragon Wars,2007-09-13,http://api.rottentomatoes.com/api/public/v1.0/movies/770675215/reviews.json,0372873,http://www.rottentomatoes.com/m/dragon_wars/
89,"[{u'name': u'Emile Hirsch', u'characters': [u'Christopher McCandless'], u'id': u'162652589'}, {u'name': u'Marcia Gay Harden', u'characters': [u'Billie McCandless'], u'id': u'162652892'}, {u'name': u'William Hurt', u'characters': [u'Walt McCandless'], u'id': u'162654544'}, {u'name': u'Catherine Keener', u'characters': [u'Jan Burres'], u'id': u'162652281'}, {u'name': u'Hal Holbrook', u'characters': [u'Ron Franz'], u'id': u'162667240'}]",82,[{u'name': u'Sean Penn'}],"[Drama, Action & Adventure]",770671490,Into the Wild,2007-10-19,http://api.rottentomatoes.com/api/public/v1.0/movies/770671490/reviews.json,0758758,http://www.rottentomatoes.com/m/into_the_wild/
64,"[{u'name': u'Simon Pegg', u'characters': [u'Dennis Doyle'], u'id': u'162684057'}, {u'name': u'Thandie Newton', u'characters': [u'Elizabeth Olivia 'Libby' Odell'], u'id': u'162708663'}, {u'name': u'Hank Azaria', u'characters': [u'Whit'], u'id': u'162695372'}, {u'name': u'Dylan Moran', u'characters': [u'Gordon'], u'id': u'326396537'}, {u'name': u'Matthew Fenton', u'characters': [u'Jake'], u'id': u'771051133'}]",47,[{u'name': u'David Schwimmer'}],[Comedy],770670572,Run Fatboy Run,2007-09-07,http://api.rottentomatoes.com/api/public/v1.0/movies/770670572/reviews.json,0425413,http://www.rottentomatoes.com/m/10008621-run_fat_boy_run/
76,"[{u'name': u'Tadanobu Asano', u'characters': [u'Temudgin'], u'id': u'162697349'}, {u'name': u'Honglei Sun', u'characters': [u'Jamukha'], u'id': u'162656598'}, {u'name': u'Khulan Chuluun', u'characters': [u'Borte'], u'id': u'770703062'}, {u'name': u'Aliya', u'characters': [u'Oelun'], u'id': u'770684596'}, {u'name': u'Amarbold Yuvinbayar', u'characters': [u'Young Jamukha'], u'id': u'771041186'}]",86,"[{u'name': u'Sergei Bodrov'}, {u'name': u'Sergey Bodrov'}]","[Drama, Classics]",770677229,Mongol,2008-06-06,http://api.rottentomatoes.com/api/public/v1.0/movies/770677229/reviews.json,0416044,http://www.rottentomatoes.com/m/mongol/
71,"[{u'name': u'Philip Seymour Hoffman', u'characters': [u'Andy'], u'id': u'162654287'}, {u'name': u'Ethan Hawke', u'characters': [u'Hank'], u'id': u'162660464'}, {u'name': u'Marisa Tomei', u'characters': [u'Gina'], u'id': u'162662209'}, {u'name': u'Albert Finney', u'characters': [u'Charles'], u'id': u'162655899'}, {u'name': u'Rosemary Harris', u'characters': [u'Nanette'], u'id': u'335719160'}]",88,[{u'name': u'Sidney Lumet'}],"[Mystery & Suspense, Drama]",770676448,Before the Devil Knows You're Dead,2007-11-02,http://api.rottentomatoes.com/api/public/v1.0/movies/770676448/reviews.json,0292963,http://www.rottentomatoes.com/m/before_the_devil_knows_youre_dead/
62,"[{u'name': u'Jake Gyllenhaal', u'characters': [u'Douglas Freeman'], u'id': u'162653968'}, {u'name': u'Reese Witherspoon', u'characters': [u'Isabella El-Ibrahimi'], u'id': u'162653903'}, {u'name': u'Peter Sarsgaard', u'characters': [u'Alan Smith'], u'id': u'162653220'}, {u'name': u'Alan Arkin', u'characters': [u'Senator Hawkins'], u'id': u'162666144'}, {u'name': u'Meryl Streep', u'characters': [u'Corrine Whitman'], u'id': u'162654900'}]",47,[{u'name': u'Gavin Hood'}],"[Mystery & Suspense, Drama]",770672302,Rendition,2007-10-19,http://api.rottentomatoes.com/api/public/v1.0/movies/770672302/reviews.json,0804522,http://www.rottentomatoes.com/m/rendition/
78,"[{u'name': u'Owen Wilson', u'characters': [u'Francis'], u'id': u'162652836'}, {u'name': u'Adrien Brody', u'characters': [u'Peter'], u'id': u'162660902'}, {u'name': u'Jason Schwartzman', u'characters': [u'Jack'], u'id': u'162654835'}, {u'name': u'Amara Karan', u'characters': [u'Rita'], u'id': u'771051212'}, {u'name': u'Wallace Wolodarsky', u'characters': [u'Brendan'], u'id': u'162722665'}]",68,[{u'name': u'Wes Anderson'}],"[Action & Adventure, Comedy]",770670652,The Darjeeling Limited,2007-10-26,http://api.rottentomatoes.com/api/public/v1.0/movies/770670652/reviews.json,0838221,http://www.rottentomatoes.com/m/darjeeling_limited/
75,"[{u'name': u'Brad Pitt', u'characters': [u'Jesse James'], u'id': u'162652627'}, {u'name': u'Casey Affleck', u'characters': [u'Robert Ford'], u'id': u'162706324'}, {u'name': u'Mary-Louise Parker', u'characters': [u'Zee James'], u'id': u'162660150'}, {u'name': u'Brooklynn Proulx', u'characters': [u'Mary James'], u'id': u'770690943'}, {u'name': u'Sam Rockwell', u'characters': [u'Charley Ford'], u'id': u'162652298'}]",76,[{u'name': u'Andrew Dominik'}],"[Western, Drama, Action & Adventure]",594235729,The Assassination of Jesse James by the Coward Robert Ford,2007-10-05,http://api.rottentomatoes.com/api/public/v1.0/movies/594235729/reviews.json,0443680,http://www.rottentomatoes.com/m/assassination_of_jesse_james_by_the_coward_robert_ford/
84,"[{u'name': u'Richard Jenkins', u'characters': [u'Walter Vale'], u'id': u'317606141'}, {u'name': u'Haaz Sleiman', u'characters': [u'Tarek Khalil'], u'id': u'546654059'}, {u'name': u'Danai Jekesai Gurira', u'characters': [u'Zainab'], u'id': u'770794028'}, {u'name': u'Hiam Abbass', u'characters': [u'Mouna Khalil'], u'id': u'326395266'}, {u'name': u'Marian Seldes', u'characters': [u'Barbara'], u'id': u'770699952'}]",89,[{u'name': u'Tom McCarthy'}],[Drama],770679048,The Visitor,2008-04-25,http://api.rottentomatoes.com/api/public/v1.0/movies/770679048/reviews.json,0857191,http://www.rottentomatoes.com/m/10008820-visitor/
55,"[{u'name': u'Morgan Freeman', u'characters': [u'Harry Stevenson'], u'id': u'162652224'}, {u'name': u'Greg Kinnear', u'characters': [u'Bradley Thomas'], u'id': u'162652891'}, {u'name': u'Radha Mitchell', u'characters': [u'Diana'], u'id': u'162688762'}, {u'name': u'Billy Burke', u'characters': [u'David Watson'], u'id': u'341818117'}, {u'name': u'Selma Blair', u'characters': [u'Kathryn'], u'id': u'162653281'}]",39,[{u'name': u'Robert Benton'}],"[Drama, Romance]",770671899,Feast of Love,2007-09-28,http://api.rottentomatoes.com/api/public/v1.0/movies/770671899/reviews.json,0800027,http://www.rottentomatoes.com/m/feast_of_love/
